ImageId,EncodedPixels
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,144168 1 144691 3 145215 3 145739 3 146263 3 146787 3 147311 3 147836 1
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,128976 1 129500 1 130024 2 130548 2 131071 3 131595 3 132120 1
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,120596 2 121120 2 121643 3 122167 3 122691 3 123215 3 123740 2
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,70292 2 70816 1 71340 1
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,177196 5 177719 7 178242 9 178766 10 179289 12 179812 14 180335 15 180859 15 181382 15 181910 4
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,121656 3 122179 5 122196 6 122703 7 122717 11 123226 28 123749 31 124267 39 124792 39 125317 39 125842 38 126367 37 126892 36 127418 35 127942 6 127953 23 128467 4 128478 22 128992 2 129003 21 129527 21 130051 21 130575 21 131099 20 131623 20 132147 20 132670 20 133194 19 133720 17 134246 14 134772 11
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,141040 2 141563 4 142086 5 142608 8 143131 10 143656 10 144180 11 144705 11 145230 11 145755 13 146279 12 146803 12 147327 12
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,38864 2 39388 2 39912 2 40436 2 40960 2
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,46201 6
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,91276 3 91798 8 92320 11 92842 7 92850 5 93365 7 93374 6 93888 8 93898 6 94411 5 94420 8 94935 5 94943 9 95459 5 95467 9 95983 5 95991 9 96507 5 96514 9 97030 17 97554 16 98079 13 98603 12 99127 11 99652 8 100178 5
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,58780 2 59304 3 59828 3 60352 3 60876 2 61400 2 61924 2 62448 2 62972 2 63497 1
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,71883 3 72405 6 72928 8 73452 8 73976 8 74500 9 75025 7 75550 5 76076 2
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,17388 2 17912 2 18436 2 18960 2 19484 2 20009 1
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,21057 1 21580 2 22105 1
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,41493 1 42016 2 42540 3 43064 3 43588 3 44112 3 44636 3 45160 2 45684 1
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,75049 2 75569 11 76092 15 76615 17 77139 18 77663 19 78187 20 78711 20 79235 20 79759 19 80282 19 80803 21 81323 20 81845 16 82368 16 82891 16 83415 16 83939 5 83947 7 84463 5 84471 7 84986 6 84995 6 85510 6 85519 5 86034 6 86043 4 86559 6 86567 3 87083 9 87608 7 88133 5
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,21589 1 22112 2
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,155217 3 155739 8 156262 7 156785 6 157308 5 157832 4 158356 4 158880 3 159403 4 159927 4 160452 3 160976 3 161500 3
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,133221 2 133745 2 134269 2 134793 2 135317 3 135841 7 136365 9 136889 9 137413 8 137933 11 138452 15 138974 17 139495 11 139508 7 140017 11 140036 3 140540 11 140561 2 141064 4 141084 3 141588 3 141607 4 142112 3 142129 3 142636 3 142652 4 143160 3 143176 4 143685 1 143698 5 144220 7 144744 5 145267 4 145787 7
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,168317 2 168840 3 169364 3 169888 3 170412 3 170936 3 171460 3 171984 3 172509 2
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,144737 1
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,156272 2 156797 2 157321 2 157844 4 158368 4 158892 5 159416 5 159941 5 160465 5 160989 4 161513 4 162036 4 162553 11 163077 10 163604 6
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,167272 6
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,173037 1
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,111214 9 111736 13 112259 15 112781 19 113304 10 113315 9 113828 20 114351 21 114875 21 115399 21 115923 21 116447 21 116971 21 117496 20 118020 19 118545 17 119070 15 119595 13 120120 11 120646 6
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,644 10 1171 4
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,174613 1
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,31041 4 31564 7 32087 8 32611 8 33134 9 33658 9 34182 9 34707 8 35231 8 35756 6 36280 6 36804 5 37329 4 37853 2
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,50431 6 50954 9 51477 11 52001 12 52525 13 52556 12 53049 14 53080 15 53573 15 53602 18 54097 16 54124 20 54622 16 54647 22 55147 17 55169 24 55671 19 55691 15 55707 10 56196 33 56232 9 56720 32 56757 8 57245 29 57281 8 57769 28 57805 8 58295 26 58330 7 58820 13 58835 10 58854 7 59345 11 59361 8 59378 7 59869 9 59886 8 59901 8 60394 7 60411 7 60425 8 60920 4 60935 8 60949 8 61445 3 61460 7 61473 8 61970 1 61984 8 61997 8 62493 2 62509 7 62521 7 63017 3 63033 7 63045 7 63542 1 63558 7 63569 6 64084 6 64091 6 64610 10 65137 4
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,173045 2
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,130081 3 130604 4 131128 3 131652 3 132177 1
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,157333 2 157857 2 158380 3 158394 1 158904 4 158918 1 159428 4 159441 3 159952 4 159965 3 160476 4 160489 3 161001 4 161013 3 161527 4 161537 4 162052 4 162060 4 162576 12 163101 11 163628 5
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,133758 1 134281 3 134805 3 135329 2 135851 4
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,148430 1 148954 1 149478 1
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,144766 1 145289 3 145812 4 146336 4 146861 2
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,151577 3
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,44689 7 45213 6 45737 4 46261 3 46785 3 46794 1 47308 4 47318 2 47832 5 47841 3 48357 12 48881 13 49406 12 49931 11 50457 9 50981 8 51506 6
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,119634 1 120157 3 120681 3 121204 4 121728 4 122250 6 122770 11 123294 11 123818 11 124342 11 124870 7 125398 5 125925 4
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,169413 3 169934 8 170458 8 170981 5 171505 4 172029 4 172552 5 173076 4 173600 4 174123 5 174647 5 175171 5 175695 5 176220 4 176745 4 177269 5 177794 1
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,97106 1 97626 8 98150 3 98673 4 99197 4 99721 4 100245 4 100769 4 101293 3 101817 3 102341 3 102865 3 103389 3
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,110726 1 111250 1 111774 2 112297 3 112821 3 113345 3 113870 2 114394 2
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,131166 5 131688 8 132211 10 132734 12 133258 13 133782 14 134305 15 134830 14 135354 14 135879 13 136404 12 136929 10 137453 9 137981 2
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,173614 1 174136 3 174658 5 175182 5 175706 4 176229 4 176753 3 177276 4
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,20619 4 21142 6 21665 7 22189 7 22713 8 23237 8 23761 8 24285 8 24809 8 25333 8 25858 7 26382 8 26906 8 27430 8 27955 6 28479 6 29005 4
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,160555 1 161078 2 161601 4 162124 6 162647 8 163171 8 163695 10 164218 11 164742 12 165266 12 165790 12 166314 12 166838 13 167362 13 167886 14 168410 14 168934 15 169458 15 169982 15 170506 15 171030 15 171554 15 172078 15 172602 14 173126 9 173650 5 174174 4 174698 3 175222 3 175747 2
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,153219 3 153743 3 154266 5 154790 5 155313 6 155837 5 156361 5 156885 5 157409 4 157934 3
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,57334 3 57856 6 58379 8 58903 9 59426 11 59950 11 60474 11 60999 10 61523 10 62047 10 62572 7 63097 5 63623 2
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,124411 2 124934 4 125457 5 125980 7 126503 8 127027 9 127551 9 128075 9 128599 9 129122 10 129646 10 130170 9 130694 9 131218 9 131742 8 132267 6
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,764 7 1292 1
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,83098 2 83622 4 84146 3 84670 3 85194 4 85717 6 86241 6 86766 4 87290 2
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,139750 2 140271 6 140794 7 141317 8 141840 10 142364 10 142887 11 143410 12 143934 12 144457 12 144981 12 145505 12 146029 12 146553 12 147076 13 147600 13 148124 13 148648 13 149172 12 149695 13 150219 12 150743 11 151267 11 151791 11 152315 10 152839 8 153363 8 153887 10 154411 11 154935 11 155459 10 155983 10 156507 10 157031 10 157555 9 158079 9 158603 9 159127 9 159650 9 160174 9 160698 9 161222 8 161746 8 162270 8 162795 6 163319 6 163844 4 164370 1
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,951 8 1475 8 2000 6 2524 6 3049 5 3574 4 4100 1
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,90056 2 90576 8 91100 9 91623 6 91631 3 92147 5 92156 2 92671 5 92680 3 93194 5 93204 3 93717 6 93728 3 94241 6 94252 3 94764 7 94776 3 95288 7 95300 3 95812 7 95824 3 96336 7 96347 4 96860 8 96870 4 97384 14 97908 14 98432 5 98438 7 98956 4 98964 3 99480 3 99488 3 100004 4 100011 4 100529 10 101058 4
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,154042 1 154542 5 154563 5 155065 7 155086 6 155589 7 155609 7 156113 8 156133 7 156637 8 156656 8 157161 8 157179 9 157685 8 157702 10 158209 8 158226 10 158733 9 158749 10 159257 9 159273 10 159781 9 159796 11 160305 10 160320 11 160829 11 160843 12 161353 12 161367 11 161877 13 161891 11 162401 25 162925 24 163449 24 163973 24 164497 24 165021 24 165546 23 166070 23 166594 22 167119 21 167643 21 168168 18 168692 15 169217 9 169746 1
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,84874 1 85398 1 85922 1
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,81738 6 82259 9 82782 3 82788 4 83305 3 83829 2
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,1045 2 1570 1 2094 1 2617 2 3140 4 3662 6 4185 7 4709 7 5233 7 5756 8 6280 8 6804 8 7329 7 7853 7 8377 7 8902 6 9426 6 9951 5 10478 1
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,84886 2 85410 2 85934 2 86458 2 86981 3 87503 5 88025 7 88553 2
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,67361 4 67602 3 67615 12 67861 4 67871 17 68121 5 68129 19 68381 28 68641 28 68901 27 69161 27 69421 26 69682 25 69942 25 70203 23 70465 18 70734 6
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,72022 2 72281 4 72541 4 72801 4 73061 5 73321 5 73581 6 73841 6 74101 5 74361 5 74622 3
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,2082 4 2342 5 2602 5 2862 5 3122 5 3382 4 3642 3 3902 3 4162 3 4423 2 4683 2 4943 2 5203 2
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,25484 8 25743 10 26003 10 26262 12 26522 12 26782 12 27042 12 27302 11 27562 10 27823 8
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,16383 2 16643 2 16903 2 17163 1
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,41863 2 42123 2 42383 2 42643 2 42903 1
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,48630 3 48888 8 49147 10 49405 12 49665 13 49925 13 50185 13 50445 12 50705 10 50966 8 51227 6
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,81657 4 81914 14 82174 15 82433 18 82693 19 82953 19 83213 19 83473 19 83733 19 83993 18 84252 19 84511 18 84770 18 85029 20 85288 21 85547 23 85807 24 86066 25 86326 26 86586 26 86847 26 87107 26 87368 25 87628 25 87889 23 88151 20 88411 20 88672 17 88935 3 88939 7
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,59292 4 59550 8 59809 11 60068 14 60328 14 60587 16 60847 17 61107 17 61367 18 61388 7 61627 19 61647 9 61887 30 62148 29 62408 29 62669 28 62929 28 63190 27 63451 25 63712 24 63973 22 64234 18 64495 7 64503 8
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,33834 9 34092 12 34351 13 34610 14 34870 14 35130 14 35390 14 35649 14 35909 14 36169 14 36428 14 36687 15 36946 15 37205 16 37463 19 37722 20 37981 20 38241 20 38500 20 38760 19 39019 19 39279 18 39539 17 39799 16 40060 14 40320 13 40580 11 40839 9 41099 8 41358 9 41616 11 41876 11 42135 13 42394 15 42654 15 42913 17 43173 18 43433 18 43693 18 43953 19 44213 19 44473 19 44733 19 44994 17 45255 16 45515 15 45776 13 46037 10 46298 8
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,49692 3 49948 10 50206 13 50465 15 50724 16 50983 18 51242 18 51501 19 51761 19 52021 19 52280 19 52540 19 52799 19 53059 18 53319 18 53580 15 53840 15 54101 12 54361 10 54622 8
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,2121 8 2380 10 2639 12 2897 16 3156 18 3415 20 3674 23 3934 23 4193 25 4453 26 4713 27 4972 28 5232 28 5493 27 5753 27 6014 26 6275 3 6285 14 6536 1 6547 11 6808 10
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,815 5 1074 6 1336 1
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,11999 12 12258 15 12517 17 12777 17 13037 18 13297 18 13556 20 13817 19 14077 19 14338 18 14598 18 14860 16 15120 19 15391 10 15652 9 15911 11 16170 13 16425 18 16684 19 16943 21 17202 22 17463 21 17723 21 17984 19 18249 13 18511 10 18771 10 19030 11 19284 17 19543 17 19799 21 20058 22 20318 22 20577 23 20836 24 21096 23 21356 23 21616 23 21876 24 22136 25 22398 18 22661 10 22922 8 23184 2
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,57758 7 58016 12 58276 13 58536 14 58796 14 59056 14 59316 14 59576 14 59837 12 60099 10 60361 7
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,41122 5 41381 7 41640 9 41900 10 42159 11 42419 11 42679 11 42939 11 43200 10 43460 9 43722 5
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,304 2 564 2 824 3
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,49971 10 50230 15 50489 17 50748 19 51008 20 51267 21 51527 21 51787 21 52048 20 52308 20 52569 19 52830 17 53091 15 53353 11
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,29435 4 29692 10 29951 12 30210 14 30470 15 30730 16 30990 16 31250 16 31510 16 31770 16 32030 17 32290 17 32550 17 32811 17 33071 16 33332 15 33592 15 33853 13 34114 12 34375 9
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,68968 5 69223 13 69482 14 69741 16 70000 17 70259 18 70519 18 70778 18 71039 16 71299 13 71560 9
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,60124 5 60383 7 60641 9 60900 11 61160 11 61420 12 61680 12 61940 11 62200 10 62461 8 62723 2
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,20082 1
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,22723 5 22982 7 23241 9 23500 11 23759 12 24017 14 24275 17 24532 20 24787 25 25046 26 25306 26 25566 26 25826 25 26087 24 26348 22 26609 21 26872 4 26878 11 27138 11 27398 11 27658 12 27918 12 28155 7 28178 12 28413 16 28438 12 28673 18 28698 12 28933 21 28958 12 29193 24 29218 12 29453 24 29478 11 29714 35 29974 24 30000 8 30236 20 30262 6 30498 14 30523 4 30762 3 30766 3
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,41950 4 42208 7 42465 13 42724 15 42984 15 43244 16 43503 17 43763 17 44023 17 44282 18 44542 19 44565 7 44802 31 45063 31 45323 32 45584 8 45594 22 45846 3 45854 22 46114 22 46374 22 46635 21 46896 19 47163 1 47171 1
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,55215 11 55473 15 55728 21 55987 23 56246 25 56505 27 56765 28 57025 29 57285 30 57545 30 57806 29 58067 15 58085 11 58329 12 58346 10 58592 7 58606 11 58855 1 58867 10 59127 10 59387 10 59647 10 59907 9 60167 9 60428 7
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,49759 1 50014 7 50271 11 50530 12 50789 13 51048 14 51308 14 51568 13 51827 14 52087 13 52347 10 52607 9 52868 5 53129 3
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,65882 4 66141 7 66394 14 66653 16 66912 17 67172 18 67431 19 67691 18 67951 18 68211 18 68472 16 68732 16 68993 14 69255 12 69516 10 69780 6
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,12329 1 12587 4 12843 10 13102 11 13362 11 13621 13 13880 12 14140 11 14399 11 14658 12 14917 13 15177 14 15437 16 15698 19 15958 19 16217 18 16477 17 16736 18 16995 20 17255 20 17514 21 17774 22 18034 22 18295 20 18555 19 18817 13
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,69273 7 69532 9 69790 12 70047 16 70306 17 70565 17 70825 17 71084 18 71343 18 71602 18 71862 17 72121 17 72381 16 72641 13 72901 12 73162 11 73423 10 73683 10 73942 12 74202 13 74461 15 74720 15 74978 15 75238 15 75497 16 75757 16 76017 16 76277 15 76537 14 76797 13 77057 12 77318 10
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,108 7 364 12 624 13 884 13 1144 13 1404 13 1664 13 1925 11 2185 11 2445 11 2707 7
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,5571 5 5827 16 6087 18 6347 20 6606 22 6867 22 7127 22 7387 22 7647 22 7907 22 8167 22 8429 20 8692 16 8954 13
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,35472 6 35731 8 35991 8 36250 9 36510 9 36770 9 37030 9 37290 8 37550 6 37810 6 38070 6 38330 6 38343 9 38591 6 38601 12 38852 23 39113 22 39375 20 39635 20 39896 20 40156 20 40416 20 40677 18 40938 16 41199 14 41460 12 41722 10 41983 8
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,53428 2 53685 8 53943 10 54203 11 54461 13 54721 13 54980 14 55239 15 55499 15 55759 15 56018 16 56279 14 56539 14 56799 14 57059 14 57319 14 57579 13 57840 11 58101 9 58361 9 58621 9 58881 9 59142 7 59402 7 59664 4
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,17286 1 17546 2 17805 4 18066 3
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,10789 7 11048 9 11308 9 11567 11 11827 11 12087 10 12347 10 12609 7
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,78389 12 78649 13 78908 15 79167 16 79427 16 79687 17 79947 17 80208 16 80469 16 80730 15 80991 13 81254 10 81515 8
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,16249 2 16508 8 16768 5
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,35246 2 35497 14 35756 16 36015 18 36275 18 36534 19 36794 19 37054 19 37314 18 37574 17 37833 17 38094 13 38355 8 38616 5
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,18335 2 18595 7
